time,temperature,humidity,microphone
2024-12-07 16:42:41.402872102+00:00,24.3,27,5.28
2024-12-07 16:45:11.983172334+00:00,24.2,27,55.6
2024-12-07 16:45:31.983767469+00:00,24.3,27,26.48
2024-12-07 16:48:02.551549207+00:00,24.3,27,14.28
2024-12-07 16:48:22.597316123+00:00,24.3,27,16.92
2024-12-07 16:49:02.648100555+00:00,24.3,27,8.36
2024-12-07 16:49:42.706520612+00:00,24.3,27,4.16
2024-12-07 16:50:02.739601903+00:00,24.3,27,4.12
2024-12-07 16:50:22.815443948+00:00,24.3,27,15.48
2024-12-07 16:50:42.856246030+00:00,24.3,27,2.6
2024-12-07 16:51:02.895434658+00:00,24.3,27,11.92
2024-12-07 16:54:13.552714150+00:00,24.3,27,2.16
2024-12-07 16:54:33.586191862+00:00,24.3,27,16.2
2024-12-07 16:57:44.214169630+00:00,24.3,27,8.92
2024-12-07 16:58:04.261714692+00:00,24.3,27,4.48
2024-12-07 16:58:24.309719791+00:00,24.3,27,7.72
2024-12-07 16:58:44.378632699+00:00,24.3,27,11.12
2024-12-07 16:59:04.438891711+00:00,24.3,27,3.92
2024-12-07 16:59:24.501556879+00:00,24.3,27,3.08
2024-12-07 16:59:44.539992688+00:00,24.3,27,3.12
2024-12-07 17:00:04.611183572+00:00,24.3,27,15.96
2024-12-07 17:00:24.643811351+00:00,24.3,27,5.68
2024-12-07 17:00:44.720293697+00:00,24.3,27,7
2024-12-07 17:01:04.770068385+00:00,24.4,27,10.6
2024-12-07 17:01:24.822541227+00:00,24.3,27,7.92
2024-12-07 17:02:04.876363963+00:00,24.3,27,21.48
2024-12-07 17:05:15.527735969+00:00,24.4,27,4.96
2024-12-07 17:05:35.543950542+00:00,24.4,27,14.68
2024-12-07 17:07:25.979866914+00:00,24.4,27,4.76
2024-12-07 17:09:16.434033186+00:00,24.5,27,10.84
2024-12-07 17:11:46.883538462+00:00,24.5,27,9.88
2024-12-07 17:12:06.905023574+00:00,24.4,27,12.08
2024-12-07 17:16:37.750843190+00:00,24.4,27,10.28
2024-12-07 17:16:57.781805855+00:00,24.4,27,10.12
2024-12-07 17:20:08.404396591+00:00,24.5,27,30.6
2024-12-07 17:20:28.435356364+00:00,24.5,27,21.76
2024-12-07 17:23:39.054999509+00:00,24.5,28,19.24
2024-12-07 17:23:59.091896450+00:00,24.5,28,13
2024-12-07 17:26:29.653916061+00:00,24.5,27,4.56
2024-12-07 17:26:49.664402463+00:00,24.5,27,41.88
2024-12-07 17:29:20.246116490+00:00,24.4,27,16.44
2024-12-07 17:29:40.277316576+00:00,24.4,27,19.84
2024-12-07 17:32:50.875964628+00:00,24.6,27,29.68
2024-12-07 17:33:10.884684879+00:00,24.6,27,19.8
2024-12-07 17:37:01.495542941+00:00,24.5,27,4.36
2024-12-07 17:39:52.092934744+00:00,24.5,27,14.76
2024-12-07 17:40:12.114294876+00:00,24.5,27,5.44
2024-12-07 17:42:42.643307031+00:00,24.4,27,31.44
2024-12-07 17:50:13.962111215+00:00,24.5,27,35.36
2024-12-07 17:53:04.474714361+00:00,24.6,27,26.64
2024-12-07 17:53:24.482111837+00:00,24.7,27,28.48
2024-12-07 17:55:55.044316966+00:00,24.9,26,14.68
2024-12-07 17:56:15.056048700+00:00,24.9,26,77.28
2024-12-07 17:58:45.583370924+00:00,24.7,27,13.08
2024-12-07 17:59:05.608887149+00:00,24.7,27,14.44
2024-12-07 17:59:45.642914312+00:00,24.7,27,10.96
2024-12-07 18:00:25.714008203+00:00,24.7,27,8
2024-12-07 18:00:45.724404492+00:00,24.7,27,8.44
2024-12-07 18:01:05.780327561+00:00,24.7,27,9.44
2024-12-07 18:05:36.740819045+00:00,24.8,27,5.24
2024-12-07 18:05:56.758585206+00:00,24.8,27,33.84
2024-12-07 18:08:27.225680792+00:00,24.8,27,6.92
2024-12-07 18:08:47.227671320+00:00,24.8,27,10.76
2024-12-07 18:11:17.756693209+00:00,24.8,26,23.72
2024-12-07 18:14:08.251078523+00:00,24.8,26,41.52
2024-12-07 18:14:28.286032077+00:00,24.7,26,15.6
2024-12-07 18:18:19.101490823+00:00,24.8,26,7.44
2024-12-07 18:18:39.122730878+00:00,24.8,26,20.92
2024-12-07 18:21:09.688673517+00:00,24.8,26,15.88
2024-12-07 18:21:29.704806560+00:00,24.8,26,33.12
2024-12-07 18:24:00.202315807+00:00,24.8,27,4.8
2024-12-07 18:24:20.212170301+00:00,24.8,26,24.36
2024-12-07 18:28:51.080860700+00:00,24.8,26,17.36
2024-12-07 18:29:11.091766987+00:00,24.7,26,25.64
2024-12-07 18:31:41.581744817+00:00,24.8,27,10.08
2024-12-07 18:32:01.581111876+00:00,24.8,26,28.36
2024-12-07 18:33:51.989602968+00:00,24.8,27,24.96
2024-12-07 18:36:42.466035645+00:00,24.8,27,8.6
2024-12-07 18:37:02.512426145+00:00,24.8,27,9.92
2024-12-07 18:37:42.597122145+00:00,24.8,27,12
2024-12-07 18:38:02.620404559+00:00,24.8,27,15.44
2024-12-07 18:38:22.692042479+00:00,24.8,26,11.64
2024-12-07 18:39:02.765265291+00:00,24.8,26,31.08
2024-12-07 18:39:42.862038909+00:00,24.8,26,14.4
2024-12-07 18:42:13.473867067+00:00,24.8,26,8.92
2024-12-07 18:42:33.482288504+00:00,24.8,26,11.44
2024-12-07 18:45:03.989345601+00:00,24.9,26,79.48
2024-12-07 18:47:14.477503545+00:00,24.9,26,6.68
2024-12-07 18:47:34.480348147+00:00,24.9,26,13.48
2024-12-07 18:50:05.005621266+00:00,24.8,27,13.12
2024-12-07 18:50:25.034330175+00:00,24.9,27,7.92
2024-12-07 18:52:55.552747868+00:00,24.8,27,6.76
2024-12-07 18:53:15.577923392+00:00,24.9,27,10.8
2024-12-07 18:53:35.587574688+00:00,24.9,27,3.32
2024-12-07 18:53:55.621728961+00:00,24.9,27,14.28
2024-12-07 18:54:35.701306086+00:00,24.9,27,7.2
2024-12-07 18:57:46.422265295+00:00,24.9,26,10.36
2024-12-07 18:58:06.444087453+00:00,24.9,26,10.24
2024-12-07 18:59:56.894314710+00:00,24.9,26,4.8
2024-12-07 19:00:16.903278639+00:00,25,26,37.36
2024-12-07 19:01:47.363236749+00:00,24.9,26,24.12
2024-12-07 19:05:28.260341340+00:00,25,27,30.4
2024-12-07 19:08:38.947577545+00:00,24.9,26,11.8
2024-12-07 19:11:09.531725700+00:00,24.9,27,3.76
2024-12-07 19:12:19.977781729+00:00,24.9,27,25.6
2024-12-07 19:13:50.424610925+00:00,24.9,26,4.72
2024-12-07 19:16:00.909744421+00:00,24.9,26,19.56
2024-12-07 19:16:20.911584269+00:00,24.9,26,4.28
2024-12-07 19:18:51.339995926+00:00,24.9,26,15.16
2024-12-07 19:22:22.091217304+00:00,24.9,27,5.16
2024-12-07 19:22:42.125462766+00:00,24.9,27,2.44
2024-12-07 19:23:22.193889629+00:00,24.9,26,8.44
2024-12-07 19:25:52.781695171+00:00,24.9,26,13.92
2024-12-07 19:26:12.796970373+00:00,24.9,26,26.8
2024-12-07 19:28:43.296519544+00:00,24.9,26,13.68
2024-12-07 19:30:13.772528036+00:00,24.9,26,4.32
2024-12-07 19:30:33.788477788+00:00,24.9,26,5.84
2024-12-07 19:33:04.325674067+00:00,24.8,26,12.48
2024-12-07 19:33:24.338674858+00:00,24.8,26,32
2024-12-07 19:35:54.844396218+00:00,24.8,26,16.28
2024-12-07 19:36:14.860486372+00:00,24.8,26,7.6
2024-12-07 19:36:34.881046464+00:00,24.8,26,8
2024-12-07 19:36:54.956334073+00:00,24.8,26,10.72
2024-12-07 19:37:14.989905399+00:00,24.8,26,19
2024-12-07 19:37:35.069136699+00:00,24.8,26,5.04
2024-12-07 19:37:55.119237988+00:00,24.8,26,10.04
2024-12-07 19:38:15.180533558+00:00,24.8,26,15.04
2024-12-07 19:38:35.227890011+00:00,24.8,26,10.72
2024-12-07 19:38:55.282643825+00:00,24.8,26,4.04
2024-12-07 19:39:35.336829770+00:00,24.8,26,7
2024-12-07 19:42:05.872906730+00:00,24.8,26,4.16
2024-12-07 19:42:25.892446740+00:00,24.7,26,5.08
2024-12-07 19:44:16.326274759+00:00,24.8,26,161.48
2024-12-07 19:45:46.778623064+00:00,24.7,26,32.56
2024-12-07 19:48:37.321919378+00:00,24.7,26,6.84
2024-12-07 19:48:57.321395459+00:00,24.7,26,6.92
2024-12-07 19:54:08.283237571+00:00,24.7,27,18.6
2024-12-07 19:54:28.292494040+00:00,24.7,27,9.08
2024-12-07 19:56:58.852269786+00:00,24.7,26,34.32
2024-12-07 19:59:09.309747049+00:00,24.7,27,28.56
2024-12-07 20:00:39.798090452+00:00,24.7,26,16.32
2024-12-07 20:03:30.395361180+00:00,24.6,27,21.68
2024-12-07 20:03:50.446023901+00:00,24.6,27,2.52
2024-12-07 20:04:10.479410269+00:00,24.6,27,9.56
2024-12-07 20:04:30.527416612+00:00,24.6,27,5.52
2024-12-07 20:04:50.551944724+00:00,24.6,27,15.36
2024-12-07 20:05:10.581620891+00:00,24.6,27,15.8
2024-12-07 20:07:41.159683090+00:00,24.6,27,14.68
2024-12-07 20:09:31.656819304+00:00,24.6,27,31.16
2024-12-07 20:15:22.639184561+00:00,24.6,27,10.68
2024-12-07 20:15:42.664199032+00:00,24.5,27,3.6
2024-12-07 20:18:13.167575600+00:00,24.5,27,4.44
2024-12-07 20:20:23.614263606+00:00,24.5,27,19.44
2024-12-07 20:20:43.629883051+00:00,24.5,27,4.16
2024-12-07 20:23:14.171434998+00:00,24.5,27,36.4
2024-12-07 20:25:04.633006230+00:00,24.5,27,14.4
2024-12-07 20:26:15.062752609+00:00,24.5,27,20.36
2024-12-07 20:27:45.499553081+00:00,24.5,27,65.92
2024-12-07 20:28:55.960151486+00:00,24.5,27,29.96
2024-12-07 20:29:46.440575395+00:00,24.5,27,15.2
2024-12-07 20:33:37.343800968+00:00,24.5,27,4.16
2024-12-07 20:33:57.384710157+00:00,24.5,27,14.52
2024-12-07 20:36:27.962105300+00:00,24.5,27,18.2
2024-12-07 20:36:47.969410917+00:00,24.5,27,12.24
2024-12-07 20:39:18.460979852+00:00,24.5,27,28.4
2024-12-07 20:39:38.474130443+00:00,24.5,27,11.56
2024-12-07 20:41:28.942479812+00:00,24.5,27,16.08
2024-12-07 20:46:59.744894294+00:00,24.4,27,13.72
2024-12-07 20:47:19.762827101+00:00,24.4,27,10.04
2024-12-07 20:49:50.236017723+00:00,24.4,27,11.72
2024-12-07 20:50:10.253765095+00:00,24.4,27,12.6
2024-12-07 20:52:40.744206639+00:00,24.4,27,7.2
2024-12-07 20:53:00.756951454+00:00,24.4,27,14.24
2024-12-07 20:55:31.319225485+00:00,24.4,27,2.56
2024-12-07 20:55:51.331235215+00:00,24.4,27,6.88
2024-12-07 20:58:21.851435865+00:00,24.3,27,7.6
2024-12-07 20:59:52.340489749+00:00,24.4,27,8.6
2024-12-07 21:04:43.182214145+00:00,24.3,27,3.28
2024-12-07 21:05:03.204233665+00:00,24.3,27,11.88
2024-12-07 21:07:33.751187523+00:00,24.3,27,6.56
2024-12-07 21:07:53.771143119+00:00,24.3,27,7.2
2024-12-07 21:10:24.252597026+00:00,24.4,27,22.04
2024-12-07 21:13:14.727713836+00:00,24.3,27,12.92
2024-12-07 21:13:34.736897199+00:00,24.3,27,31.4
2024-12-07 21:16:45.286100711+00:00,24.3,27,12.44
2024-12-07 21:17:05.293414930+00:00,24.3,27,27.68
2024-12-07 21:22:16.189555015+00:00,24.6,28,3.32
2024-12-07 21:22:36.192338027+00:00,24.6,28,20.8
2024-12-07 21:25:06.723054311+00:00,24.5,29,7.72
2024-12-07 21:27:47.435367231+00:00,25.1,34,22.72
2024-12-07 21:30:58.150591120+00:00,24.9,29,5.28
2024-12-07 21:31:18.192391946+00:00,24.9,29,3.5
2024-12-07 21:33:48.715495328+00:00,24.8,29,12.32
2024-12-07 21:35:59.178048464+00:00,24.7,29,7.48
2024-12-07 21:36:19.180084033+00:00,24.8,29,6.36
2024-12-07 21:37:29.624489379+00:00,24.7,29,23.06
2024-12-07 21:39:40.098183043+00:00,24.8,28,3.8
2024-12-07 21:43:50.869377538+00:00,24.8,29,13.3
2024-12-07 21:44:10.896509564+00:00,24.8,28,3.9
2024-12-07 21:46:41.473375759+00:00,24.9,28,23.66
2024-12-07 21:47:01.490911901+00:00,24.9,28,30.82
2024-12-07 21:49:31.982552171+00:00,24.9,29,7.08
2024-12-07 21:51:42.473086999+00:00,24.9,28,104
2024-12-07 21:52:02.473921316+00:00,24.9,28,22.76
2024-12-07 21:53:52.925544529+00:00,24.9,28,27.06
2024-12-07 21:56:43.380235634+00:00,24.9,28,19.82
2024-12-07 21:58:33.835843973+00:00,25,28,16.72
2024-12-07 22:00:24.333090466+00:00,25,28,9.52
2024-12-07 22:00:44.367080275+00:00,25,29,7.4
2024-12-07 22:01:24.437990146+00:00,25,28,5.08
2024-12-07 22:04:35.208158066+00:00,25,28,3.86
2024-12-07 22:07:25.753182570+00:00,25,28,26.52
2024-12-07 22:07:45.755742782+00:00,25,28,46.3
2024-12-07 22:10:16.241843087+00:00,25.1,28,46.24
2024-12-07 22:10:36.253132195+00:00,25.1,28,8.66
2024-12-07 22:13:06.785145576+00:00,25,28,5.78
2024-12-07 22:13:26.808483299+00:00,25,28,13.56
2024-12-07 22:15:57.335822516+00:00,24.9,28,2.92
2024-12-07 22:16:17.346441627+00:00,24.9,28,7.82
2024-12-07 22:18:47.875672892+00:00,24.8,28,8.74
2024-12-07 22:20:58.409786552+00:00,24.8,28,14.1
2024-12-07 22:21:18.413912686+00:00,24.8,28,17.04
2024-12-07 22:27:09.494319238+00:00,24.8,28,5.22
2024-12-07 22:29:39.953894152+00:00,24.8,28,13.4
2024-12-08 01:33:39.996014516+00:00,24.9,28,7.6
2024-12-08 01:34:20.070265869+00:00,28.8,20,6.52
2024-12-08 01:34:40.130441458+00:00,28.9,20,13.44
2024-12-08 01:35:00.165286970+00:00,29,19,45.76
2024-12-08 01:35:20.188712937+00:00,28.9,19,4.72
2024-12-08 01:35:40.241712127+00:00,29,19,10.76
2024-12-08 01:36:00.351051236+00:00,29,19,8.88
2024-12-08 01:36:20.476218279+00:00,29,19,6.16
2024-12-08 01:36:40.519796792+00:00,29,19,105.28
2024-12-08 01:37:00.551550348+00:00,29,19,7.64
2024-12-08 01:37:20.607685508+00:00,29,19,4.76
2024-12-08 01:37:40.653977853+00:00,29.1,19,10.6
2024-12-08 01:56:56.123778710+00:00,28.7,19,12.84
2024-12-08 02:01:27.187809192+00:00,28.6,19,93.6
2024-12-08 02:01:47.200863830+00:00,28.6,19,61.2
2024-12-08 02:02:07.256192811+00:00,28.6,18,9.44
2024-12-08 02:02:27.348592711+00:00,28.6,18,24.56
2024-12-08 02:02:47.411339398+00:00,28.6,18,3.12
2024-12-08 02:03:07.468056445+00:00,28.6,18,6.6
2024-12-08 02:03:27.539607325+00:00,28.6,18,5.76
2024-12-08 02:03:47.603177184+00:00,28.6,18,8.88
2024-12-08 02:04:27.675647639+00:00,28.5,19,7.8
2024-12-08 02:04:47.750037515+00:00,28.5,19,1.8
2024-12-08 02:05:07.838309028+00:00,28.5,19,16.8
2024-12-08 02:10:59.361269311+00:00,28.5,19,8.2
2024-12-08 02:11:19.456812811+00:00,28.4,19,3.32
2024-12-08 02:11:59.571077430+00:00,28.5,19,11.44
2024-12-08 02:12:19.639065657+00:00,28.5,19,4
2024-12-08 02:12:39.692091299+00:00,28.5,19,9
2024-12-08 02:12:59.796484658+00:00,28.4,19,1.4
2024-12-08 02:13:19.923733728+00:00,28.4,19,22.44
2024-12-08 02:13:39.977178994+00:00,28.5,19,0.88
2024-12-08 02:14:00.022767121+00:00,28.4,19,5.36
2024-12-08 02:14:20.119344447+00:00,28.6,19,4.52
2024-12-08 02:14:40.238699525+00:00,28.5,19,2.48
2024-12-08 02:15:00.327122686+00:00,28.5,20,6.32
2024-12-08 02:15:20.417545100+00:00,28.5,19,34.08
2024-12-08 02:15:40.473938561+00:00,28.5,19,22.28
2024-12-08 02:42:58.015435654+00:00,28.1,19,8.4
2024-12-08 02:43:18.084639220+00:00,28,19,15
2024-12-08 02:43:38.142760299+00:00,28,19,13.56
2024-12-08 02:43:58.260990905+00:00,28.1,19,32.24
2024-12-08 02:44:18.303742806+00:00,28.1,19,10.24
2024-12-08 02:44:38.346297429+00:00,28,19,4.12
2024-12-08 02:44:58.364181969+00:00,28.1,19,5.56
2024-12-08 02:45:18.462282595+00:00,28,20,11.52
2024-12-08 02:45:38.512525091+00:00,28.1,19,11.24
2024-12-08 02:45:58.551055434+00:00,28.1,19,76.16
2024-12-08 02:46:18.609721912+00:00,28,19,7.6
2024-12-08 02:46:38.705481758+00:00,27.9,19,2.36
2024-12-08 02:46:58.785024404+00:00,28,19,6.44
2024-12-08 02:47:18.898942083+00:00,27.9,19,2.72
2024-12-08 02:47:39.013295788+00:00,27.9,19,1.68
2024-12-08 02:47:59.109377667+00:00,28,19,2.72
2024-12-08 02:48:19.174535641+00:00,28,19,23.2
2024-12-08 02:52:10.028098063+00:00,27.9,19,7.88
2024-12-08 02:53:40.586186454+00:00,27.8,19,30.52
2024-12-08 02:57:51.464256164+00:00,27.4,19,14.36
2024-12-08 02:58:11.489801158+00:00,27.3,19,29.88
2024-12-08 02:58:31.506450335+00:00,27.3,19,16.44
2024-12-08 02:58:51.528905251+00:00,27.2,19,21.2
2024-12-08 03:01:22.170134293+00:00,27.1,19,4.64
2024-12-08 03:01:42.294136563+00:00,27,19,7.28
2024-12-08 03:02:02.372150724+00:00,27,19,12.12
2024-12-08 03:02:22.426489046+00:00,27,19,27.84
2024-12-08 03:04:12.944725717+00:00,27,19,5.04
2024-12-08 03:04:52.956183146+00:00,27.1,19,9.2
2024-12-08 03:05:13.001673160+00:00,27.1,19,6.36
2024-12-08 03:05:33.059050318+00:00,27.1,19,15.92
2024-12-08 03:05:53.187911770+00:00,27.1,19,8.12
2024-12-08 03:06:13.277336610+00:00,27.1,19,2.92
2024-12-08 03:06:33.342035243+00:00,27.1,19,17.72
2024-12-08 03:06:53.429783441+00:00,27.1,19,11.24
2024-12-08 03:07:13.517141534+00:00,27,19,30.12
2024-12-08 03:07:33.604948302+00:00,27.1,19,11.04
2024-12-08 03:07:53.683442883+00:00,27,19,6.24
2024-12-08 04:58:52.039636943+00:00,27.6,21,32.24
2024-12-08 04:59:12.092052600+00:00,27.6,21,6.16
2024-12-08 04:59:32.104693941+00:00,27.6,21,2.6
2024-12-08 04:59:52.218857852+00:00,27.6,21,1.76
2024-12-08 05:00:12.292854364+00:00,27.6,21,20.08
2024-12-08 05:00:32.461492788+00:00,27.6,21,3.12
2024-12-08 05:00:52.644269839+00:00,27.7,21,3.6
2024-12-08 05:01:12.807551258+00:00,27.6,21,7.6
2024-12-08 05:01:32.948300107+00:00,27.7,21,11.64
2024-12-08 05:01:53.113661801+00:00,27.6,21,1.72
2024-12-08 05:02:13.229267848+00:00,27.7,21,13.56
2024-12-08 05:02:33.387193575+00:00,27.6,21,6.2
2024-12-08 05:02:53.540916079+00:00,27.6,21,4.32
2024-12-08 05:03:13.700270184+00:00,27.6,21,2.84
2024-12-08 05:03:33.832226087+00:00,27.6,21,2.64
2024-12-08 05:03:53.911729178+00:00,27.6,21,27.44
2024-12-08 05:04:14.023758945+00:00,27.6,21,13.96
2024-12-08 05:04:34.121919978+00:00,27.6,21,7.48
2024-12-08 05:04:54.213765605+00:00,27.6,21,7.36
2024-12-08 05:05:14.350502731+00:00,27.6,21,9.92
2024-12-08 05:05:34.517569360+00:00,27.6,21,7.2
2024-12-08 05:05:54.670522800+00:00,27.6,21,5.28
2024-12-08 05:06:14.787999648+00:00,27.6,21,1.8
2024-12-08 05:06:34.942615235+00:00,27.6,21,10.24
2024-12-08 05:06:55.126506380+00:00,27.6,21,3.6
2024-12-08 05:07:15.304816905+00:00,27.6,21,4.24
2024-12-08 05:07:35.440599956+00:00,27.6,21,7.6
2024-12-08 05:07:55.628330698+00:00,27.6,21,2
2024-12-08 05:08:15.807192311+00:00,27.6,21,8.56
2024-12-08 05:08:35.858895910+00:00,27.6,21,3.52
2024-12-08 05:08:56.032657813+00:00,27.6,21,2.08
2024-12-08 05:09:16.183422851+00:00,27.6,21,8.44
2024-12-08 05:09:36.343957609+00:00,27.6,21,3
2024-12-08 05:09:56.528564968+00:00,27.6,21,2
2024-12-08 05:10:16.724559226+00:00,27.7,21,3.28
2024-12-08 05:10:36.898191587+00:00,27.6,21,7
2024-12-08 05:10:57.081571129+00:00,27.6,21,3.2
2024-12-08 05:11:17.245205925+00:00,27.7,21,13
2024-12-08 05:11:37.332993875+00:00,27.6,21,1.48
2024-12-08 05:11:57.514832607+00:00,27.6,21,6.64
2024-12-08 05:12:17.608826265+00:00,27.7,21,2.52
2024-12-08 05:12:37.775538101+00:00,27.6,21,9.96
2024-12-08 05:12:57.887328626+00:00,27.6,21,12.64
2024-12-08 05:13:18.057011494+00:00,27.7,21,3.76
2024-12-08 05:13:38.235703766+00:00,27.6,21,2.28
2024-12-08 05:13:58.371893786+00:00,27.6,21,5.68
2024-12-08 05:14:18.548305758+00:00,27.6,21,5.52
2024-12-08 05:14:38.708292889+00:00,27.6,21,3.48
2024-12-08 05:14:58.830752461+00:00,27.6,21,4.56
2024-12-08 05:15:18.986797676+00:00,27.6,21,1.56
2024-12-08 05:15:39.124066664+00:00,27.7,21,2.76
2024-12-08 05:15:59.287085360+00:00,27.6,21,7.96
2024-12-08 05:16:19.425048054+00:00,27.6,21,3.12
2024-12-08 05:16:39.524890254+00:00,27.7,21,26.2
2024-12-08 05:16:59.643040523+00:00,27.6,21,6.28
2024-12-08 05:17:19.746866517+00:00,27.6,21,3.72
2024-12-08 05:17:39.932106184+00:00,27.7,21,3.56
2024-12-08 05:18:00.082133413+00:00,27.6,21,2.16
2024-12-08 05:18:20.150538437+00:00,27.7,21,7.36
2024-12-08 05:18:40.262852344+00:00,27.6,21,5.4
2024-12-08 05:19:00.374167017+00:00,27.6,21,6.28
2024-12-08 05:19:20.487452145+00:00,27.6,21,33.64
2024-12-08 05:19:40.594474241+00:00,27.6,21,10.76
2024-12-08 05:20:00.723795185+00:00,27.6,21,7.72
2024-12-08 05:20:20.793729695+00:00,27.7,21,7.8
2024-12-08 05:20:40.928151653+00:00,27.5,21,1.68
2024-12-08 05:21:01.075095410+00:00,27.6,21,5.8
2024-12-08 05:21:21.239665102+00:00,27.7,21,14.48
2024-12-08 05:21:41.393534388+00:00,27.6,21,4.48
2024-12-08 05:22:01.565580514+00:00,27.6,21,3.68
2024-12-08 05:22:21.671634257+00:00,27.6,21,3.8
2024-12-08 05:22:41.704383893+00:00,27.6,21,31.96
2024-12-08 05:23:01.855029976+00:00,27.6,21,1.28
2024-12-08 05:23:22.011000278+00:00,27.6,21,5.64
2024-12-08 05:23:42.191592405+00:00,27.6,21,7.64
2024-12-08 05:24:02.310789321+00:00,27.7,21,3.48
2024-12-08 05:24:22.455552934+00:00,27.7,21,4.16
2024-12-08 05:24:42.515540135+00:00,27.6,21,7.92
2024-12-08 05:25:02.640130473+00:00,27.6,21,8.76
2024-12-08 05:25:22.790059162+00:00,27.6,21,1.48
2024-12-08 05:25:42.919633404+00:00,27.6,21,10.96
2024-12-08 05:26:03.014023543+00:00,27.6,21,3.36
2024-12-08 05:26:23.062475449+00:00,27.6,21,10.44
2024-12-08 05:26:43.149089456+00:00,27.6,21,17.04
2024-12-08 05:27:03.220529233+00:00,27.6,21,9.04
2024-12-08 05:27:23.357018465+00:00,27.6,21,14.96
2024-12-08 09:21:59.526548442+00:00,27.8,20,9.64
2024-12-08 09:24:30.001813231+00:00,24.6,26,21.4
2024-12-08 09:24:50.005866452+00:00,24.5,26,29.08
2024-12-08 09:26:40.507455035+00:00,24,27,43.6
2024-12-08 09:27:00.515569922+00:00,24,27,8.2
2024-12-08 09:29:31.067910137+00:00,23.8,27,17.84
2024-12-08 09:29:51.082226581+00:00,23.8,27,4.88
2024-12-08 09:32:21.600073864+00:00,23.7,27,16.4
2024-12-08 09:32:41.613348558+00:00,23.7,28,6.12
2024-12-08 09:35:12.104491180+00:00,23.8,28,6.72
2024-12-08 09:35:32.118633196+00:00,23.8,28,22.56
2024-12-08 09:38:02.635411378+00:00,23.8,27,14.32
2024-12-08 09:38:22.648067148+00:00,23.7,27,7.72
2024-12-08 09:40:53.164099421+00:00,23.7,27,12.68
2024-12-08 09:41:13.185911078+00:00,23.7,27,15.92
2024-12-08 09:43:43.736004515+00:00,23.6,28,3.32
2024-12-08 09:44:03.745924690+00:00,23.7,28,19.48
2024-12-08 09:46:34.265672094+00:00,23.7,28,16.48
2024-12-08 09:46:54.276572202+00:00,23.7,28,7.64
2024-12-08 09:49:24.804070815+00:00,23.8,28,8.44
2024-12-08 09:49:44.816477939+00:00,23.8,28,5.48
2024-12-08 09:52:15.389169441+00:00,23.8,28,4.92
2024-12-08 09:52:35.419050190+00:00,23.8,28,2.24
2024-12-08 09:54:25.944918069+00:00,23.8,28,15.92
2024-12-08 09:54:45.948162567+00:00,23.8,28,1.96
2024-12-08 09:57:16.489943067+00:00,23.9,28,7.84
2024-12-08 09:57:36.508005033+00:00,23.9,28,13.96
2024-12-08 10:00:07.009734848+00:00,23.9,28,21.2
2024-12-08 10:00:27.020311913+00:00,23.9,28,17.12
2024-12-08 10:02:57.537644554+00:00,23.9,28,12
2024-12-08 10:03:17.544255659+00:00,23.9,28,9.52
2024-12-08 10:05:48.047523499+00:00,24,28,3.68
2024-12-08 10:08:38.548555979+00:00,24,28,23.04
2024-12-08 10:08:58.555131929+00:00,24,28,7.76
2024-12-08 10:11:29.045571805+00:00,24,28,8.84
2024-12-08 10:11:49.056393103+00:00,24,28,11.88
2024-12-08 10:14:19.564501270+00:00,24,28,7.76
2024-12-08 10:14:39.583437939+00:00,24,28,31.8
2024-12-08 10:17:10.092314394+00:00,24,28,46.44
2024-12-08 10:17:30.100959143+00:00,24,28,28.48
2024-12-08 10:20:00.618816471+00:00,24,28,50.76
2024-12-08 10:20:20.627531502+00:00,24,28,34.28
2024-12-08 10:22:51.143813721+00:00,24.1,28,19.24
2024-12-08 10:23:11.150956285+00:00,24.1,28,14
2024-12-08 10:25:41.631508532+00:00,24.1,28,28.12
2024-12-08 10:26:01.640048045+00:00,24,28,9.36
2024-12-08 10:28:32.100815406+00:00,24.1,28,6.4
2024-12-08 10:28:52.107756400+00:00,24.1,28,4.88
2024-12-08 10:31:22.568890715+00:00,24.1,28,6.44
2024-12-08 10:31:42.579075165+00:00,24.1,28,13.2
2024-12-08 10:34:13.075919919+00:00,24.1,28,3.44
2024-12-08 10:34:33.081983009+00:00,24.1,28,9.72
2024-12-08 10:37:03.586404889+00:00,24.1,29,15.8
2024-12-08 10:37:23.590014433+00:00,24.2,29,8.04
2024-12-08 10:39:54.129220685+00:00,24.2,29,3.96
2024-12-08 10:42:44.653090332+00:00,24.2,28,4.28
2024-12-08 10:43:04.668516340+00:00,24.2,28,24
2024-12-08 10:45:35.187347895+00:00,24.3,28,3.96
2024-12-08 10:48:25.737271814+00:00,24.3,28,4.28
2024-12-08 10:48:45.752417225+00:00,24.3,28,14.36
2024-12-08 10:51:16.268644714+00:00,24.3,28,50.48
2024-12-08 10:51:36.273435946+00:00,24.2,28,34.76
2024-12-08 10:54:06.786209780+00:00,24.2,29,8.16
2024-12-08 10:54:26.800893150+00:00,24.3,29,15.48
2024-12-08 10:56:57.325583850+00:00,24.3,28,16.64
2024-12-08 10:57:17.340888801+00:00,24.3,28,26.56
2024-12-08 10:59:47.842066751+00:00,24.3,28,7.6
2024-12-08 11:00:07.849482219+00:00,24.3,28,29.64
2024-12-08 11:02:38.373624902+00:00,24.3,28,5.12
