time,value
2024-12-11T22:45:53.146701222Z,false
2024-12-11T22:45:53.371150123Z,true
2024-12-11T22:45:53.566329147Z,true
2024-12-11T22:45:55.890257612Z,false
2024-12-11T22:45:56.069115036Z,false
2024-12-11T22:45:58.084875718Z,true
2024-12-11T22:45:58.306002254Z,true
2024-12-11T22:45:59.072593201Z,false
2024-12-11T22:45:59.220559699Z,false
2024-12-11T22:45:59.946571322Z,true
2024-12-11T22:46:00.164702797Z,true
2024-12-11T22:46:00.80141564Z,false
2024-12-11T22:46:00.94923998Z,false
2024-12-11T22:46:01.332837668Z,true
2024-12-11T22:46:01.470163386Z,true
2024-12-11T22:46:01.872755988Z,false
2024-12-11T22:46:02.150997224Z,false
2024-12-11T22:46:02.399661679Z,true
2024-12-11T22:46:02.668558797Z,true
2024-12-11T22:46:03.056549902Z,false
2024-12-11T22:46:03.190735893Z,false
2024-12-11T22:46:03.618530785Z,true
2024-12-11T22:46:03.714318653Z,true
2024-12-11T22:46:04.208621204Z,false
2024-12-11T22:46:04.400939887Z,false
2024-12-11T22:46:08.435947427Z,true
2024-12-11T22:46:08.608426867Z,true
2024-12-11T22:46:09.067368944Z,false
2024-12-11T22:46:09.263479332Z,false
2024-12-11T22:46:09.725536037Z,true
2024-12-11T22:46:09.920232709Z,true
2024-12-11T22:46:10.377168755Z,false
2024-12-11T22:46:10.597881499Z,false
2024-12-11T22:46:11.025792925Z,true
2024-12-11T22:46:11.12194551Z,true
2024-12-11T22:46:11.720929641Z,false
2024-12-11T22:46:11.901200773Z,false
2024-12-11T22:46:12.313863032Z,true
2024-12-11T22:46:12.55530339Z,true
2024-12-11T22:46:13.077114109Z,false
2024-12-11T22:46:13.234190462Z,false
2024-12-12T10:39:12.653658688Z,false
2024-12-12T10:48:53.571526907Z,false
2024-12-12T11:03:39.336289647Z,false
2024-12-12T11:37:00.151934548Z,false
2024-12-12T11:44:05.117905263Z,false
2024-12-12T11:45:01.022240921Z,false
2024-12-12T11:54:33.603002836Z,true
2024-12-12T11:54:34.887215979Z,false
2024-12-12T11:54:35.426499433Z,true
2024-12-12T11:54:37.514459854Z,false
2024-12-12T11:54:40.223874475Z,true
2024-12-12T11:54:40.53049839Z,false
2024-12-12T11:54:41.134483277Z,true
2024-12-12T11:54:41.963976677Z,false
2024-12-12T11:57:50.670253266Z,false
2024-12-12T12:08:09.814690058Z,true
2024-12-12T12:08:11.136568608Z,false
2024-12-12T12:13:28.074754247Z,true
2024-12-12T12:29:51.904685655Z,true
2024-12-12T12:38:26.370820466Z,true
